,ch_name,rectified
5991,蓝色单裤,蓝色
5992,白色男女款,白色
5993,宝蓝红花,宝蓝红花
5994,蓝色红牡丹,蓝色红牡丹
5995,黑白花色,黑白花色
5996,浅灰花色,浅灰花色
5997,红色牡丹,红色牡丹
5998,A0W1VV108，橡皮粉,橡粉
5999,A0W1VV108，驼色,驼色
6000,A0W1VV108，墨蓝,墨蓝
6001,F12姜屑棕色,棕色
6002,M60绿色,绿色
6003,M60灰色,灰色
6004,蓝色上衣+灰色短裙,蓝色+灰色
6005,黑色上衣+黑色短裙,黑色+黑色
6006,杏色毛衣+粉色裤子,杏色+粉色
6007,黄色毛衣+灰色裤子,黄色+灰色
6008,灰色1,灰色
6009,攻红色,攻红色
6010,深蓝色（长袖）,深蓝色
6011,510蓝色,蓝色
6012,510灰色,灰色
6013,黑色【外套+短裤】,黑色
6014,灰色【外套+短裤】,灰色
6015,黑色纯棉,黑色纯
6016,浅灰色纯棉,浅灰色纯
6017,秋云白,秋云白
6018,1YS淡卡其(203),淡卡其
6019,4NV藏青(203),藏青
6020,蓝色【收藏加购送礼物】,蓝色
6021,1331米白常规,米白
6022,白色（棉70%）,白色
6023,绿色（棉70%）,绿色
6024,粉色（棉70%）,粉色
6025,黑色（棉70%）,黑色
6026,蓝色（棉70%）,蓝色
6027,灰色外套+白T,灰色+白
6028,黑色外套+白T,黑色+白
6029,卡格,卡格子
6030,白色领毛衣,白色
6031,941砖红色,砖红色
6032,941白色,白色
6033,灰色（秋款）,灰色秋
6034,黑色（秋款）,黑色秋
6035,秋豆绿,秋豆绿
6036,亚麻杏,亚麻杏
6037,黑色马甲+衬衫,黑色
6038,灰色马甲+衬衫,灰色
6039,卡其马甲+衬衫,卡其
6040,藏蓝马甲+藏蓝衬衣,藏蓝+藏蓝
6041,咖色马甲+咖色衬衣,咖色+咖色
6042,黑白格上衣,黑白格子
6043,白色上衣+裙子,白色
6044,米+湖绿,米+湖绿
6045,蓝+白,蓝+白
6046,紫红+黑,紫红+黑
6047,深花杏,深花杏
6048,蓝色豹纹裙,蓝色
6049,纯色浅湖蓝,浅湖蓝
6050,纯色本白,本白色
6051,纯色黑色,黑色
6052,灰色(现货),灰色
6053,E39森林灰色,森林灰色
6054,红色-159C,红色
6055,深蓝色-158C,深蓝色
6056,浅蓝牛仔裤,浅蓝
6057,深色牛仔裤,深色
6058,杏色毛衣+浅蓝牛仔裤,杏色+浅蓝
6059,粉红色衬衫,粉红色
6060,亮橙,亮橙
6061,卡其530,卡其
6062,YYG7701#黑色,黑色
6063,YYG7701#黄色,黄色
6064,YYG7701#红色,红色
6065,60993红色+60859白红色,红色+白红色
6066,60993蓝色+60859白蓝色,蓝色+白蓝色
6067,60993黄色+60859白黄色,黄色+白黄色
6068,卡其大格,卡其大格子
6069,橘格子,橘格子
6070,浅香槟色,香槟色
6071,咖条,咖条
6072,白色（上衣）,白色
6073,黑色（上衣）,黑色
6074,粉色【只有长袖】,粉色
6075,藏青色【只有长袖】,藏青色
6076,灰色上衣+红色短裤,灰色+红色
6077,黄色+白裤,黄色+白
6078,绿衣+白裤,绿+白
6079,青褐色,青褐色
6080,白色T恤+黑色背心,白色+黑色
6081,粉色T恤+白色背心,粉色+白色
6082,粉色（断货，勿拍）,粉色
6083,红色连衣裙+红毛衣,红色+红
6084,藏青色大衣,藏青色
6085,黑色大衣,黑色
6086,绿色底,绿色
6087,帆船花,帆船花
6088,紫色底,紫色
6089,黄色（细带）,黄色
6090,蓝色（细带）,蓝色
6091,深灰色（宽带）,深灰色
6092,西瓜红（细带）,西瓜红
6093,粉紫格,粉紫格子
6094,桔格,桔格子
6095,藏青色中袖,藏青色
6096,黑色-019,黑色
6097,白底波点,白底波点
6098,豆绿波点,豆绿波点
6099,米白色（年后发货）,米白色
6100,焦糖色（年后发货）,焦糖色
6101,银9028绿,银绿
6102,银9026灰,银灰
6103,象牙白色ivory,象牙白色
6104,棕色brown,棕色
6105,紫色上衣+黑色裤子,紫色+黑色
6106,麻灰色18,麻灰色
6107,半漂白,漂白
6108,2065灰紫色,灰紫色
6109,8867粉色,粉色
6110,2066墨绿色,墨绿色
6111,8867酒红色,酒红色
6112,黑色马甲+白色衬衫,黑色+白色
6113,卡色马甲+白色衬衫,卡色+白色
6114,黄鸟图,黄鸟图
6115,岛屿蓝,岛屿蓝
6116,新芽黄,新芽黄
6117,黑色【套装】,黑色
6118,麦田黄,麦田黄
6119,灰燕麦,灰燕麦
6120,夜雷黑,夜雷黑
6121,花赤红,花赤红
6122,红色毛衣,红色
6123,深兰色,深兰色
6124,黑色【长袖】,黑色
6125,深蓝色（9806）,深蓝色
6126,浅蓝色（9806）,浅蓝色
6127,深棕色系,深棕色
6128,杏色背带裤,杏色
6129,粉色背带裤,粉色
6130,条纹灰,条纹灰
6131,优雅黑色,优雅黑色
6132,优雅咖色,优雅咖色
6133,玫红色卫衣,玫红色
6134,咖啡色（90-130）,咖啡色
6135,军绿色两件套,军绿色
6136,黑色马甲+白色T恤,黑色+白色
6137,条纹马甲+白色T恤,条纹+白色
6138,黄色上衣+黑色短裙,黄色+黑色
6139,黑色衬衣,黑色
6140,枣红衬衣,枣红
6141,栗咖,栗咖
6142,紫色西装外套,紫色
6143,咖色西装外套,咖色
6144,雏菊.蓝,蓝色
6145,雏菊.粉,粉色
6146,蓝裤,蓝色
6147,白底红花,白底红花
6148,白底蓝花,白底蓝花
6149,蝙蝠袖军绿,蝙蝠军绿
6150,蝙蝠袖米色,蝙蝠米色
6151,粉底蓝花,粉底蓝花
6152,蓝底红花,蓝底红花
6153,卡其色西装+短裙,卡其色
6154,黑色西装+短裙,黑色
6155,青芥绿D4043,青芥绿
6156,深藏青E8960,深藏青
6157,蓝灰套装,蓝灰
6158,红灰套装,红灰
6159,灰底黄花,灰底黄花
6160,米底橙花,米底橙花
6161,玉米黄,玉米黄
6162,16浅棕,浅棕
6163,米色连衣裙,米色
6164,香芋紫色连衣裙,香芋紫色
6165,9919款红色,红色
6166,9918款湖蓝色,湖蓝色
6167,YM18001黑色,黑色
6168,YM18001米白色,米白色
6169,YM18001军绿色,军绿色
6170,嫩粉色80%羊毛,嫩粉色
6171,浅驼色80%羊毛,浅驼色
6172,咖色豹纹衬衫单件,咖色
6173,黑色吊带单件,黑色
6174,镜面艳红,镜面艳红
6175,镜面宝蓝,镜面宝蓝
6176,油面月光灰,油面月光灰
6177,镜面白,镜面白
6178,油面黑,油面黑
6179,暗桃粉,暗桃粉
6180,60565橙色+6712白橙色,橙色+白橙色
6181,60565白色+6712黑色,白色+黑色
6182,60565红色+6712白红色,红色+白红色
6183,60565黄色+6712白黄色,黄色+白黄色
6184,60565蓝色+6712白蓝色,蓝色+白蓝色
6185,杏白色套装,杏白色
6186,黑色【外套+裤子套装】,黑色
6187,白色【外套+裤子套装】,白色
6188,橙色上衣+杏色短裤,橙色+杏色
6189,绿色上衣+杏色短裤,绿色+杏色
6190,米白色（真毛领）,米白色
6191,白色长裙,白色
6192,红色长裙,红色
6193,深灰色卫衣+黑色裤子,深灰色+黑色
6194,白色卫衣+浅灰色裤子,白色+浅灰色
6195,灰色开衫毛衣,灰色
6196,杏色开衫毛衣,杏色
6197,黑色牛仔裤+黑色衬衫,黑色+黑色
6198,白色（有里布）,白色
6199,P01深紫,深紫
6200,E01深灰,深灰
6201,蓝青色小西装,蓝青色
6202,卡其色小西装,卡其色
6203,加绒粉红色,粉红色
6204,加绒黑色,黑色
6205,藏青外套,藏青
6206,紫子裙,紫
6207,黑色百褶裙,黑色
6208,灰色百褶裙,灰色
6209,浣碧蓝,浣碧蓝
6210,绛珠红,绛珠红
6211,浅米灰,浅米灰
6212,军咖色,军咖色
6213,泳池蓝（34）,泳池蓝
6214,墨黑（33）,墨黑
6215,米黄色（裙子）,米黄色
6216,蓝色（裙子）,蓝色
6217,鸢尾蓝黑,蓝黑
6218,绿色组,绿色
6219,绿色格子,绿色格子
6220,韩兰色,韩兰色
6221,彩蓝色,彩蓝色
6222,粉桃红,粉桃红
6223,酒红色碎花,酒红色碎花
6224,黑色（送皮带）,黑色
6225,灰色（送皮带）,灰色
6226,兰披肩+藏青裙,兰+藏青
6227,白披肩+蓝色裙,白+蓝色
6228,白披肩+绿色裙,白+绿色
6229,黑披肩+白色裙,黑+白色
6230,MM230杏色,杏色
6231,MM230蓝色,蓝色
6232,浅蓝色牛仔裤,浅蓝色
6233,粉条纹西装,粉条纹
6234,黄条纹西装,黄条纹
6235,深蓝条纹西装,深蓝条纹
6236,红花-M23,红花
6237,S54-蓝色-I54,蓝色
6238,玫红迷彩套装,玫红
6239,迷彩套装,迷彩
6240,黑色卫衣裤,黑色
6241,藏蓝上衣,藏蓝
6242,风尚绿,风尚绿
6243,2114-橘蓝渐变,橘蓝
6244,2114-灰红渐变,灰红
6245,2114-绿黄渐变,绿黄
6246,焦糖色三件套,焦糖色
6247,雾霾兰色,雾霾兰色
6248,酒红花色,酒红花色
6249,紫花色,紫花色
6250,绿红花色,绿红花色
6251,山楂红,山楂红
6252,曲奇色,曲奇色
6253,紫底色花,紫底色花
6254,中铁蓝,中铁蓝
6255,黑色裙子+白色马甲,黑色+白色
6256,白色裙子+杏色马甲,白色+杏色
6257,白色上衣+格子半身裙,白色+格子
6258,黑色上衣+格子半身裙,黑色+格子
6259,红色波点配头巾,红色波点
6260,黄色波点配头巾,黄色波点
6261,浅粉色长袖衬衫,浅粉色
6262,灰蓝色长袖衬衫,灰蓝色
6263,橄榄绿色长袖衬衫,橄榄绿色
6264,青花瓷色,青花瓷色
6265,红色【短袖款】,红色
6266,红色牛仔外套,红色
6267,白色牛仔外套,白色
6268,上衣+杏色裤子,杏色
6269,上衣+黑色裤子,黑色
6270,藏青条,藏青条
6271,吊带上衣+黑色短裤,黑色
6272,条纹上衣+白色短裤,条纹+白色
6273,樱花绿,樱花绿
6274,（加绒-蓝色）,蓝色
6275,（加绒-黑色）,黑色
6276,蓝色格子外套+灰色裙子,蓝色格子+灰色
6277,粉色格子上衣+粉色裙子,粉色格子+粉色
6278,杏色804,杏色
6279,633松针绿,松针绿
6280,可可色,可可色
6281,红色上衣+半身裙,红色
6282,粉色上衣+半身裙,粉色
6283,浅橘,浅橘
6284,红色系,红色
6285,赭石色,赭石色
6286,闭裆灰色,灰色
6287,闭裆粉色,粉色
6288,闭裆黑色,黑色
6289,闭裆紫色,紫色
6290,闭裆白色,白色
6291,2020深蓝,深蓝
6292,2020浅蓝,浅蓝
6293,蓝色U1,蓝色
6294,军绿K1,军绿
6295,酒红《春秋薄款》,酒红色
6296,黑《春秋薄款》,黑色
6297,黄衣黄裤套装,黄黄
6298,黄衣白裤套装,黄白
6299,蓝衣白裤套装,蓝白
6300,黑色上衣+裙,黑色
6301,白色上衣+裙,白色
6302,卡其上衣+卡其背带裤,卡其+卡其
6303,桔色上衣+黑色背带裤,桔色+黑色
6304,黑色【毛呢】,黑色
6305,红色【毛呢】,红色
6306,石灰兰,石灰兰
6307,粉红色包裙,粉红色包
6308,黑色系2,黑色
6309,黑马甲+灰裙,黑+灰
6310,灰马甲+黑裙,灰+黑
6311,迷彩色,色
6312,黑色月季花,黑色
6313,紫色月季花,紫色
6314,5856绿色,绿色
6315,酱红,酱红
6316,清新绿,清新绿
6317,红豆色,红豆色
6318,【单件】蓝色,蓝色
6319,【单件】绿色,绿色
6320,粉色+黑色,粉色+黑色
6321,藕粉色套装加吊带,藕粉色
6322,黑色套装加吊带,黑色
6323,黑色上衣+白色背肩裤,黑色+白色
6324,白色上衣+牛仔背肩裤,白色
6325,米瓷71,米瓷
6326,亮粉色,亮粉色
6327,亮银色,亮银色
6328,亮蓝色,亮蓝色
6329,水绿,水绿
6330,米底红点,米底红点
6331,米底黑点,米底黑点
6332,【套装】藕粉色（现货）,藕粉色
6333,【套装】砖红色（现货）,砖红色
6334,赵本山同款黑色,黑色
6335,赵本山同款深蓝色,深蓝色
6336,黄色单件西装,黄色
6337,罗宾蓝,罗宾蓝
6338,高雅紫,高雅紫
6339,桃子粉,桃粉
6340,5458红色+6820黑色,红色+黑色
6341,5458黑色+6820白色,黑色+白色
6342,黑色背心裙+米白色衬衣,黑色+米白色
6343,灰色背心裙+米白色衬衣,灰色+米白色
6344,黑色上衣+蕾丝披肩+棕色半身裙,黑色棕色
6345,蓝色上衣+蕾丝披肩+黑色半身裙,蓝色黑色
6346,孤帆本白W103,孤帆本白
6347,然乌黑B503,然乌黑
6348,白色针织衫,白色
6349,浅紫色针织衫,浅紫色
6350,红杏873,红杏
6351,冰蓝,冰蓝
6352,米色+黑色（套装）,米色+黑色
6353,黄色+白色（套装）,黄色+白色
6354,黑色+白色（套装）,黑色+白色
6355,条纹衬衫领卡其色,条纹卡其色
6356,条纹衬衫领驼色,条纹驼色
6357,蓝色上衣+白色套装裙子,蓝色+白色
6358,白色上衣+黑色套装裙子,白色+黑色
6359,橘裤子,橘色
6360,B51黑色,黑色
6361,B51粉色,粉色
6362,糙白8003,糙白
6363,寻文绿4275,寻文绿
6364,绿底花套装,绿底花
6365,蓝格话套装,蓝格子
6366,红底花套装,红底花
6367,奶茶,奶茶色
6368,浅果绿,浅果绿
6369,逸蓝色,逸蓝色
6370,云朵白8211,云朵白
6371,硕士黑8500,硕士黑
6372,桃色1409,桃色
6373,蔷薇紫6119,蔷薇紫
6374,涛9131-黑色,涛黑色
6375,涛9131-黄色,涛黄色
6376,琳310-灰色,琳灰色
6377,涛9131-红色,涛红色
6378,涛9131-白色,涛白色
6379,363#白色,白色
6380,0311银边黑色（春秋款）,银边黑色
6381,0310白边灰色（春秋款）,白边灰色
6382,0310白边粉色（春秋款）,白边粉色
6383,0310白边黑色（春秋款）,白边黑色
6384,0317彩边黑色（春秋款）,彩边黑色
6385,亚特蓝,亚特蓝
6386,咖啡格西装,咖啡格子
6387,浅灰格西装,浅灰格子
6388,F0E1-条纹,条纹
6389,P5D9-花色,花色
6390,长袖米黄色,米黄色
6391,橘色上衣+白色短裙,橘色+白色
6392,粉色吊带裙,粉色
6393,紫藤色,紫藤色
6394,黄色x黑色,黄色黑色
6395,1809-1黑色,黑色
6396,1809-1白色,白色
6397,A-2338白色,白色
6398,A-2338黄色,黄色
6399,A-2338黑色,黑色
6400,气质杏,杏
6401,复古酒红,酒红
6402,粉色25,粉色
6403,乳白色64,乳白色
6404,菊粉,菊粉
6405,白色长袖+黑色半身裙,白色+黑色
6406,白色长袖+灰色半身裙,白色+灰色
6407,淡红,淡红
6408,单件蓝色条纹中袖西装,蓝色条纹
6409,单件彩格中袖西装,彩格子
6410,单件灰白格中袖西装,灰白格子
6411,米色斜纹,米色斜纹
6412,空气蓝色,空气蓝色
6413,甜椒红,甜椒红
6414,荧光黄,荧光黄
6415,粉色套装（毛衣+半身裙）,粉色
6416,驼色套装（毛衣+半身裙）,驼色
6417,香槟色半裙,香槟色
6418,粉色（绣花款）,粉色绣花
6419,蓝色（绣花款）,蓝色绣花
6420,白色（绣花款）,白色绣花
6421,黑色上衣+黑色长裤,黑色+黑色
6422,白色上衣+白色长裤,白色+白色
6423,酒红毛衣开衫,酒红
6424,焦糖色【夹棉加厚】,焦糖色
6425,红咖色,红咖色
6426,P0T2-花色,花色
6427,G585-红色,红色
6428,JBLK-黑色,黑色
6429,百搭杏,杏
6430,明亮橘,明亮橘
6431,白色中袖外套+白色短裤,白色+白色
6432,蓝色中袖外套+蓝色短裤,蓝色+蓝色
6433,HQX989红色,红色
6434,HQX989藏蓝色,藏蓝色
6435,黑色长裙加开衫（两件套）,黑色加
6436,蓝色长裙加开衫（两件套）,蓝色加
6437,深豆沙红+米底红黑图裤,豆沙红+米色+红黑色
6438,黄色+黄蓝底红花裤,黄色+黄蓝色+红色
6439,灰白T恤+灰色裤子,灰白+灰色
6440,绿灰色,绿灰色
6441,灰黄,灰黄
6442,蓝黄,蓝黄
6443,酒红110,酒红
6444,O10粉橙色,粉橙色
6445,珊瑚粉色,珊瑚粉色
6446,豆沙粉裤子,豆沙粉
6447,(单件)蓝色衬衫,蓝色
6448,(单件)白色衬衫,白色
6449,黑色上衣+卡其裤,黑色+卡其
6450,白色上衣+黑色裤,白色+黑色
6451,内搭背心白,白
6452,外穿长袖黑色,外穿黑色
6453,外穿长袖灰色,外穿灰色
6454,9139黑色,黑色
6455,9139黄色,黄色
6456,31黄色,黄色
6457,91米色,米色
6458,80黑色,黑色
6459,黑色网纱,黑色网纱
6460,0155_肉粉底印花,肉粉底印花
6461,0815_黑底印花,黑底印花
6462,果酱红,果酱红
6463,升级版黑色,升级版黑色
6464,升级版米白色,升级版米白色
6465,蓝格子衬衣,蓝格子
6466,红格子衬衣,红格子
6467,藏青色【爆款补货】,藏青色
6468,红色萝卜裤,红色
6469,白色吊带+开衫,白色
6470,蓝色长袖,蓝色
6471,粉色长袖,粉色
6472,条纹上衣+背带裙,条纹
6473,酒红色西装+阔腿短裤【今日拍下送吊带】,酒红色
6474,薄荷蓝西装+阔腿短裤【今日拍下送吊带】,薄荷蓝
6475,杏色【商城优质款】,杏色
6476,713绿色,绿色
6477,白色【商城优质款】,白色
6478,713白色黑色边,白色黑色边
6479,713白色墨绿边,白色墨绿边
6480,黑色【商城优质款】,黑色
6481,粉红色【商城优质款】,粉红色
6482,睡莲兰5023,睡莲兰
6483,荧粉西柚2067,荧粉柚
6484,嫩黄色3082,嫩黄色
6485,39藏青,藏青
6486,黑色单件衬衫,黑色
6487,白色单件衬衫,白色
6488,橘色+橘短裤+白T,橘色+橘+白
6489,绿色+绿短裤+白T,绿色+绿+白
6490,黑衣+黑短裤+白T,黑+黑+白
6491,单黑T,黑
6492,单卡其马甲,卡其
6493,KK-8235杏色,杏色
6494,KK-8235黑色,黑色
6495,桔色+黑色,桔色+黑色
6496,073深米色,深米色
6497,麻本,麻本
6498,卡其杏色,卡其杏色
6499,红格子色,红格子色
6500,9385米杏色,米杏色
6501,军绿9385,军绿
6502,黑色9385,黑色
6503,绿色（送裹胸）,绿色
6504,杏色（送裹胸）,杏色
6505,粉色（送裹胸）,粉色
6506,黑色（送裹胸）,黑色
6507,绿色上衣+绿色裤子,绿色+绿色
6508,两粒扣棕色格子西装,棕色格子
6509,两粒扣灰色格子西装,灰色格子
6510,单件紫色衬衫,紫色
6511,单件粉色衬衫,粉色
6512,灰色短款工装外套,灰色
6513,白色短款工装外套,白色
6514,大6印花版,大印花
6515,灰色牛仔短裤,灰色
6516,218红色,红色
6517,218灰色,灰色
6518,珠光白,珠光白
6519,粉衣+粉裙,粉+粉
6520,白衣+白裙,白+白
6521,8614白色,白色
6522,8614黑色,黑色
6523,本黑,本黑
6524,粉色休闲裤,粉色
6525,紫色针织衫,紫色
6526,D-KLN190117-1-玫红色,玫红色
6527,D-KLN190117-1-墨绿色,墨绿色
6528,红+黑色,红+黑色
6529,黑格中袖西装+黑格西裤,黑格子+黑格子
6530,白格中袖西装+白格西裤,白格子+白格子
6531,黑色镂空衬衫,黑色镂空
6532,白色镂空衬衫,白色镂空
6533,雅杏色,雅杏色
6534,芋紫色,芋紫色
6535,香芋粉D6051,香芋粉
6536,酒红色D6050,酒红色
6537,黑色E9000,黑色
6538,深灰格西装,深灰格子
6539,白色涂鸦小熊印T恤,白色
6540,黑色涂鸦小熊印T恤,黑色
6541,白色黑边,白色黑边
6542,白色蓝边,白色蓝边
6543,白色绿边,白色绿边
6544,绿雪纺衫,绿
6545,白雪纺衫,白
6546,藕雪纺衫,藕
6547,蓝雪纺衫,蓝
6548,rh8522黑条纹,黑条纹
6549,rh8522红条纹,红条纹
6550,黑+白色,黑+白色
6551,黑+黄色,黑+黄色
6552,蓝+紫色,蓝+紫色
6553,浅绿咖,浅绿咖
6554,半漂白（实物相同，批次不同）,白色
6555,紫色T恤+牛仔半身裙,紫色
6556,白色T恤+牛仔半身裙,白色
6557,糯米白,糯米白
6558,雾霾驼,雾霾驼
6559,粉色（预售7天发）,粉色
6560,藏蓝色（预售7天发）,藏蓝色
6561,8884杏色,杏色
6562,8894白色,白色
6563,8884粉红色,粉红色
6564,粉红色短袖短裙,粉红色
6565,蓝白短袖短裙,蓝白
6566,黑色上衣+橙灰色裤子,黑色+橙灰色
6567,蓝色上衣+灰色裤子,蓝色+灰色
6568,60435粉色,粉色
6569,60109黑色,黑色
6570,蓝色【外套2020年新款女】,蓝色年新
6571,焦糖色【胖妹妹上衣宽松遮肚子】,焦糖色
6572,松雪红,松雪红
6573,酒红色+黑裙,酒红色+黑
6574,黑色+黑裙,黑色+黑
6575,白色+黑裙,白色+黑
6576,绿色波点,绿色波点
6577,砖红色波点,砖红色波点
6578,紫袖,紫
6579,绿格单外套,绿格子
6580,灰格单外套,灰格子
6581,杏格单外套,杏格子
6582,粉绿,粉绿
6583,米白色上衣+卡其色裤子,米白色+卡其色
6584,黑色上衣+卡其色裤子,黑色+卡其色
6585,针织衫蓝色,蓝色
6586,针织衫白色,白色
6587,白针织衫,白
6588,粉针织衫,粉
6589,绿针织衫,绿
6590,62419白色上衣,白色
6591,61370黑色裤子,黑色
6592,漂白-平纹,漂白平纹
6593,本白-皱棉,本白色
6594,雾兰,雾兰
6595,【裸粉色】无配饰,裸粉色无+饰
6596,【白色】无配饰,白色无+饰
6597,卡其色3877,卡其色
6598,PG提花蓝,提花蓝
6599,PI提花黑,提花黑
6600,杏色连衣裙+黑色马甲,杏色+黑色
6601,藏蓝色连衣裙+藏青色马甲,藏蓝色+藏青色
6602,米白色（送白吊带）,米白色白
6603,桔色（送黑吊带）,桔色黑
6604,蓝色（送黑吊带）,蓝色黑
6605,白色波点,白色波点
